Dataset_name,Common_name,Group,Subgroup,Subclade,Other taxonomy,Body_mass_kg,Axial_diameter_mm,SVL_mm,Trans_diameter_mm,Cornea_diameter_mm,Reference,VertLife_name,VertLife_basetree,TimeTree_tiplabel,TimeTree_genus_sub
Acanthostracion quadricornis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.040566667,NA,NA,7.566666667,NA,Schmitz et al. 2013,,,Acanthostracion_quadricornis,
Acropoma sp.,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0098,NA,NA,9.05,NA,Schmitz et al. 2013,,,NA,
Aethiomastacembelus paucispinis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.01065,NA,NA,2.9,NA,Schmitz et al. 2013,,,NA,Mastacembelus_armatus
Agonostomus monticola,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0079,NA,NA,6.633333333,NA,Schmitz et al. 2013,,,Agonostomus_monticola,
Ambassis gymnocephalus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0016,NA,NA,4.233333333,NA,Schmitz et al. 2013,,,NA,Ambassis_urotaenia
Ambloplites rupestris,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0862,NA,NA,13.5,NA,Schmitz et al. 2013,,,Ambloplites_rupestris,
Ammodytes hexapterus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0015,NA,NA,3.316666667,NA,Schmitz et al. 2013,,,Ammodytes_hexapterus,
Anabas testudineus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0127,NA,NA,6.15,NA,Schmitz et al. 2013,,,Anabas_testudineus,
Anableps dowei,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.024766667,NA,NA,6.533333333,NA,Schmitz et al. 2013,,,NA,
Anomalops katoptron,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.11605,NA,NA,19.1,NA,Schmitz et al. 2013,,,Anomalops_katoptron,
Anoplogaster cornuta,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.035966667,NA,NA,6.15,NA,Schmitz et al. 2013,,,Anoplogaster_cornuta,
Anoplopoma fimbria,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.085,NA,NA,8.5,NA,Schmitz et al. 2013,,,Anoplopoma_fimbria,
Antennarius hispidus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.039,NA,NA,4.35,NA,Schmitz et al. 2013,,,NA,Antennarius_striatus
Antigonia capros,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.032133333,NA,NA,12,NA,Schmitz et al. 2013,,,Antigonia_capros,
Aphredoderus sayanus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.008733333,NA,NA,4.933333333,NA,Schmitz et al. 2013,,,Aphredoderus_sayanus,
Aplocheilichthys spilauchen,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.005333333,NA,NA,5.333333333,NA,Schmitz et al. 2013,,,NA,
Aplocheilus lineatus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.00195,NA,NA,3.725,NA,Schmitz et al. 2013,,,NA,Aplocheilus_panchax
Apogon retrosella,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.008333333,NA,NA,8.133333333,NA,Schmitz et al. 2013,,,NA,Apogon_erythrinus
Ariomma melanum,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0349,NA,NA,11.26666667,NA,Schmitz et al. 2013,,,Ariomma_melanum,
Arripis georgianus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.038733333,NA,NA,9.433333333,NA,Schmitz et al. 2013,,,Arripis_georgianus,
Atherinella pachylepis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0073,NA,NA,5.9,NA,Schmitz et al. 2013,,,NA,Atherinella_brasiliensis
Atherinomorus insularum,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.00325,NA,NA,6.3,NA,Schmitz et al. 2013,,,NA,Atherinomorus_stipes
Barathronus bicolor,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.008,NA,NA,3.45,NA,Schmitz et al. 2013,,,NA,Barathronus_maculatus
Bathyclupea sp.,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.075166667,NA,NA,24.46666667,NA,Schmitz et al. 2013,,,NA,Bathyclupea_argentea
Belontia signata,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0049,NA,NA,5,NA,Schmitz et al. 2013,,,Belontia_signata,
Bembras japonica,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.02455,NA,NA,10.7,NA,Schmitz et al. 2013,,,Bembras_japonica,
Bembrops filiferus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0322,NA,NA,13.5,NA,Schmitz et al. 2013,,,NA,Bembrops_gobioides
Bidenichthys sp.,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.008966667,NA,NA,2.8,NA,Schmitz et al. 2013,,,NA,Bidenichthys_capensis
Bovichtus variegatus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.01395,NA,NA,10.1,NA,Schmitz et al. 2013,,,Bovichtus_variegatus,
Brama japonica,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.3388,NA,NA,15.9,NA,Schmitz et al. 2013,,,Brama_japonica,
Bregmaceros mcclellandi,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.001333333,NA,NA,3.1,NA,Schmitz et al. 2013,,,NA,
Bufoceratias wedli,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.1589,NA,NA,3.5,NA,Schmitz et al. 2013,,,NA,Bufoceratias_thele
Caesio sp.,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0172,NA,NA,7.666666667,NA,Schmitz et al. 2013,,,NA,Caesio_xanthonota
Calamus brachysomus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.023733333,NA,NA,8.383333333,NA,Schmitz et al. 2013,,,NA,Calamus_penna
Callanthias platei,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.07865,NA,NA,10.45,NA,Schmitz et al. 2013,,,NA,Callanthias_australis
Callionymus curvicornis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.012266667,NA,NA,6.516666667,NA,Schmitz et al. 2013,,,NA,Callionymus_lyra
Canthigaster punctatissima,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0109,NA,NA,4.666666667,NA,Schmitz et al. 2013,,,Canthigaster_punctatissima,
Caulolatilus princeps,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.1431,NA,NA,14,NA,Schmitz et al. 2013,,,Caulolatilus_princeps,
Centroberyx lineatus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.11275,NA,NA,19.3,NA,Schmitz et al. 2013,,,NA,Centroberyx_druzhinini
Centrodraco acanthopoma,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.010933333,NA,NA,6.533333333,NA,Schmitz et al. 2013,,,NA,
Centrogenys vaigiensis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0549,NA,NA,12.7,NA,Schmitz et al. 2013,,,Centrogenys_vaigiensis,
Centropomus robalito,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.065033333,NA,NA,10.3,NA,Schmitz et al. 2013,,,NA,Centropomus_ensiferus
Centropyge flavissimus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.037466667,NA,NA,7.366666667,NA,Schmitz et al. 2013,,,Centropyge_flavissima,
Chaetodon ornatissimus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0741,NA,NA,9.75,NA,Schmitz et al. 2013,,,Chaetodon_ornatissimus,
Champsodon atridorsalis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0139,NA,NA,6.333333333,NA,Schmitz et al. 2013,,,NA,Champsodon_snyderi
Channa punctata,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.010833333,NA,NA,5.233333333,NA,Schmitz et al. 2013,,,Channa_punctata,
Chaunax sp.,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.006066667,NA,NA,4.533333333,NA,Schmitz et al. 2013,,,NA,Chaunax_stigmaeus
Cheilodactylus variegatus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.30325,NA,NA,14.25,NA,Schmitz et al. 2013,,,Cheilodactylus_variegatus,
Chiasmodon microcephalus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0364,NA,NA,10.8,NA,Schmitz et al. 2013,,,NA,Chiasmodon_niger
Chilara taylori,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0016,NA,NA,3.2,NA,Schmitz et al. 2013,,,Chilara_taylori,
Chilomycterus schoepfi,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.2465,NA,NA,14.35,NA,Schmitz et al. 2013,,,Chilomycterus_schoepfii,
Chironemus marmoratus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.008466667,NA,NA,5.666666667,NA,Schmitz et al. 2013,,,NA,Chironemus_georgianus
Ciliata mustela,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.012533333,NA,NA,3.3,NA,Schmitz et al. 2013,,,NA,
Citharichthys sordidus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0381,NA,NA,9.166666667,NA,Schmitz et al. 2013,,,Citharichthys_sordidus,
Citharichthys stigmaeus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.012133333,NA,NA,6.1,NA,Schmitz et al. 2013,,,NA,Citharichthys_arctifrons
Coelorinchus braueri,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.043933333,NA,NA,18.16666667,NA,Schmitz et al. 2013,,,NA,Coelorinchus_caelorhincus
Cololabis saira,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0016,NA,NA,3.875,NA,Schmitz et al. 2013,,,Cololabis_saira,
Congiopodus peruvianus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.037433333,NA,NA,7.383333333,NA,Schmitz et al. 2013,,,NA,
Congrogadus subducens,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0116,NA,NA,4.9,NA,Schmitz et al. 2013,,,Congrogadus_subducens,
Coryphaena hippurus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.2014,NA,NA,13.35,NA,Schmitz et al. 2013,,,Coryphaena_hippurus,
Crenichthys nevadae,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0013,NA,NA,3.133333333,NA,Schmitz et al. 2013,,,NA,
Cryodraco antarcticus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0119,NA,NA,11.8,NA,Schmitz et al. 2013,,,Cryodraco_antarcticus,
Cryptacanthodes maculatus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0045,NA,NA,2.1,NA,Schmitz et al. 2013,,,Cryptacanthodes_maculatus,
Cubiceps pauciradiatus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.022633333,NA,NA,11.73333333,NA,Schmitz et al. 2013,,,Cubiceps_pauciradiatus,
Cyprinodon macularius,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0013,NA,NA,3.016666667,NA,Schmitz et al. 2013,,,Cyprinodon_macularius,
Dactylagnus mundus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.011666667,NA,NA,3.783333333,NA,Schmitz et al. 2013,,,NA,
Dactyloptena gilberti,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.040733333,NA,NA,11.36666667,NA,Schmitz et al. 2013,,,Dactyloptena_gilberti,
Ditropichthys storeri,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0128,NA,NA,1.6,NA,Schmitz et al. 2013,,,NA,
Dolloidraco longedorsalis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0054,NA,NA,10.05,NA,Schmitz et al. 2013,,,Dolloidraco_longedorsalis,
Elassoma zonatum,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.000633333,NA,NA,2,NA,Schmitz et al. 2013,,,Elassoma_zonatum,
Eleotris fusca,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0293,NA,NA,5.883333333,NA,Schmitz et al. 2013,,,NA,Eleotris_acanthopoma
Emmelichthys nitidus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0368,NA,NA,10.55,NA,Schmitz et al. 2013,,,NA,
Enoplosus armatus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0283,NA,NA,10.05,NA,Schmitz et al. 2013,,,Enoplosus_armatus,
Ephippus orbis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.01555,NA,NA,8.1,NA,Schmitz et al. 2013,,,NA,
Epigonus pandionus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0163,NA,NA,13.83333333,NA,Schmitz et al. 2013,,,Epigonus_pandionis,
Epinephelus labriformis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.1438,NA,NA,13.55,NA,Schmitz et al. 2013,,,Epinephelus_labriformis,
Erisphex aniarus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.007,NA,NA,4.5,NA,Schmitz et al. 2013,,,NA,
Eucinostomus dowii,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.022466667,NA,NA,10.81666667,NA,Schmitz et al. 2013,,,NA,Eucinostomus_gula
Euclichthys polynemus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.043066667,NA,NA,12.93333333,NA,Schmitz et al. 2013,,,NA,
Euleptorhamphus velox,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0032,NA,NA,5.2,NA,Schmitz et al. 2013,,,NA,
Exocoetus volitans,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0404,NA,NA,10.3,NA,Schmitz et al. 2013,,,NA,Exocoetus_monocirrhus
Forbesichthys agassizii,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.005,NA,NA,1.6,NA,Schmitz et al. 2013,,,Forbesichthys_agassizii,
Fundulus parvipinnis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.002966667,NA,NA,3.866666667,NA,Schmitz et al. 2013,,,Fundulus_parvipinnis,
Gambusia affinis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.002466667,NA,NA,3,NA,Schmitz et al. 2013,,,Gambusia_affinis,
Gasterosteus aculeatus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.003866667,NA,NA,5.133333333,NA,Schmitz et al. 2013,,,Gasterosteus_aculeatus,
Gazza minuta,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.016733333,NA,NA,8.766666667,NA,Schmitz et al. 2013,,,Gazza_minuta,
Gibberichthys pumilus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0151,NA,NA,6.466666667,NA,Schmitz et al. 2013,,,NA,
Gibbonsia elegans,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.00925,NA,NA,4.9,NA,Schmitz et al. 2013,,,NA,Gibbonsia_metzi
Gillichthys mirabilis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.023233333,NA,NA,4.7,NA,Schmitz et al. 2013,,,Gillichthys_mirabilis,
Gnathanacanthus goetzeei,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.074,NA,NA,11.1,NA,Schmitz et al. 2013,,,NA,
Gobiesox strumosus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.001966667,NA,NA,2.383333333,NA,Schmitz et al. 2013,,,NA,Gobiesox_maeandricus
Gobionotothen gibberifrons,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0112,NA,NA,9.15,NA,Schmitz et al. 2013,,,Gobionotothen_gibberifrons,
Grammicolepis brachiusculus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.021033333,NA,NA,12.68333333,NA,Schmitz et al. 2013,,,Grammicolepis_brachiusculus,
Grammoplites scaber,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0067,NA,NA,6.35,NA,Schmitz et al. 2013,,,NA,
Gymnocranius griseus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0596,NA,NA,14.85,NA,Schmitz et al. 2013,,,NA,Gymnocranius_grandoculis
Haemulon sciurus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.110666667,NA,NA,14.53333333,NA,Schmitz et al. 2013,,,Haemulon_sciurus,
Halichoeres pictus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.014233333,NA,NA,4.683333333,NA,Schmitz et al. 2013,,,Halichoeres_pictus,
Halieutichthys aculeatus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0052,NA,NA,6.016666667,NA,Schmitz et al. 2013,,,Halieutichthys_aculeatus,
Harpagifer bispinis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.008433333,NA,NA,5.816666667,NA,Schmitz et al. 2013,,,NA,Harpagifer_antarcticus
Helostoma temminkii,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.022833333,NA,NA,8.05,NA,Schmitz et al. 2013,,,Helostoma_temminkii,
Hemilepidotus hemilepidotus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.015333333,NA,NA,7.433333333,NA,Schmitz et al. 2013,,,NA,Hemilepidotus_zapus
Hemitripterus bolini,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.099533333,NA,NA,9.666666667,NA,Schmitz et al. 2013,,,NA,
Heteropriacanthus cruentatus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.1061,NA,NA,21.1,NA,Schmitz et al. 2013,,,Heteropriacanthus_cruentatus,
Hirundichthys rondeletii,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0102,NA,NA,6.1,NA,Schmitz et al. 2013,,,NA,Hirundichthys_marginatus
Histiopterus typus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0656,NA,NA,15,NA,Schmitz et al. 2013,,,Histiopterus_typus,
Hoplichthys citrinus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.032333333,NA,NA,11.83333333,NA,Schmitz et al. 2013,,,NA,Hoplichthys_gilberti
Hyperoglyphe japonica,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.1101,NA,NA,13.7,NA,Schmitz et al. 2013,,,Hyperoglyphe_japonica,
Hypoptychus dybowskii,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.00065,NA,NA,4.2,NA,Schmitz et al. 2013,,,Hypoptychus_dybowskii,
Hypsoblennius gentilis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0108,NA,NA,4.966666667,NA,Schmitz et al. 2013,,,NA,Hypsoblennius_hentz
Icosteus aenigmaticus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.2229,NA,NA,9.7,NA,Schmitz et al. 2013,,,Icosteus_aenigmaticus,
Inermia vittata,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.00795,NA,NA,6.4,NA,Schmitz et al. 2013,,,Haemulon_vittatum,
Kathetostoma albigutta,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.01465,NA,NA,4.775,NA,Schmitz et al. 2013,,,Kathetostoma_albigutta,
Katsuwonus pelamis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.4696,NA,NA,15,NA,Schmitz et al. 2013,,,Katsuwonus_pelamis,
Kuhlia rupestris,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.1431,NA,NA,14.8,NA,Schmitz et al. 2013,,,Kuhlia_rupestris,
Kyphosus sp.,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.063733333,NA,NA,10.53333333,NA,Schmitz et al. 2013,,,NA,Kyphosus_sectatrix
Labrisomus sp.,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0285,NA,NA,6.2,NA,Schmitz et al. 2013,,,NA,Labrisomus_bucciferus
Lactarius lactarius,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0165,NA,NA,8.7,NA,Schmitz et al. 2013,,,Lactarius_lactarius,
Lates niloticus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.084366667,NA,NA,11.73333333,NA,Schmitz et al. 2013,,,NA,Lates_calcarifer
Latridopsis ciliaris,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0336,NA,NA,8.25,NA,Schmitz et al. 2013,,,NA,Latridopsis_forsteri
Leptobrama muelleri,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.1939,NA,NA,12,NA,Schmitz et al. 2013,,,Leptobrama_muelleri,
Liparis pulchellus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.010616667,NA,NA,3.85,NA,Schmitz et al. 2013,,,Liparis_pulchellus,
Lobotes surinamensis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.2354,NA,NA,9.466666667,NA,Schmitz et al. 2013,,,NA,Lobotes_pacificus
Lophiidae indet.,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.115266667,NA,NA,10.26666667,NA,Schmitz et al. 2013,,,NA,
Lutjanidae indet.,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.01055,NA,NA,8,NA,Schmitz et al. 2013,,,NA,
Luvaridae indet.,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.27585,NA,NA,14.65,NA,Schmitz et al. 2013,,,NA,
Lycodes pacificus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.011,NA,NA,8.65,NA,Schmitz et al. 2013,,,NA,Lycodes_diapterus
Macroramphosus scolopax,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.014316667,NA,NA,9.1,NA,Schmitz et al. 2013,,,Macroramphosus_scolopax,
Malacocottus kincaidi,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0604,NA,NA,12,NA,Schmitz et al. 2013,,,NA,Malacocottus_zonurus
Melanocetus johnsonii,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.021333333,NA,NA,1.166666667,NA,Schmitz et al. 2013,,,Melanocetus_johnsonii,
Melanonus zugmayeri,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0205,NA,NA,6.45,NA,Schmitz et al. 2013,,,NA,
Melanotaenia affinis,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.022,NA,NA,6.45,NA,Schmitz et al. 2013,,,Melanotaenia_affinis,
Mene maculata,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0173,NA,NA,8,NA,Schmitz et al. 2013,,,Mene_maculata,
Merluccius gayi,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0452,NA,NA,9.9,NA,Schmitz et al. 2013,,,Merluccius_gayi,
Microgadus proximus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0295,NA,NA,8.975,NA,Schmitz et al. 2013,,,Microgadus_proximus,
Monacanthus hispidus,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0206,NA,NA,8.283333333,NA,Schmitz et al. 2013,,,Stephanolepis_hispidus,
Monocanthus mylii,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.0708,NA,NA,10.05,NA,Schmitz et al. 2013,,,Monacanthus_chinensis,
Monocentris japonica,,Fishes (Actinopterygii),acanthomorph fishes,Teleostei: Acanthomorpha,,0.088466667,NA,NA,12.9,NA,Schmitz et al. 2013,,,Monocentris_japonicus,
