Dataset_name,Common_name,Group,Body_mass_kg,Axial_diameter_mm,SVL_mm,Trans_diameter_mm,Cornea_diameter_mm,Reference,VertLife_name,VertLife_basetree,TimeTree_tiplabel,TimeTree_genus_sub
Anisotremus_virginicus,,Fishes (Actinopterygii),23.18333333,7.91,NA,11.00333333,NA,Schmitz & Wainwright 2011,,,Anisotremus_virginicus,
Antennariidae_indet.,,Fishes (Actinopterygii),12.6,3.38,NA,5.07,NA,Schmitz & Wainwright 2011,,,NA,
Apogon_maculatus,,Fishes (Actinopterygii),3.235,4.2595,NA,5.917,NA,Schmitz & Wainwright 2011,,,Apogon_maculatus,
Apogon_margaritophorous,,Fishes (Actinopterygii),0.9,2.906666667,NA,4.076666667,NA,Schmitz & Wainwright 2011,,,NA,Ostorhinchus_ishigakiensis
Apogon_melas,,Fishes (Actinopterygii),4.825,5.83,NA,8.25,NA,Schmitz & Wainwright 2011,,,Apogonichthyoides_melas,
Apogon_sealei,,Fishes (Actinopterygii),6.125,5.63,NA,7.975,NA,Schmitz & Wainwright 2011,,,NA,Ostorhinchus_guamensis
Apogon_townsendi,,Fishes (Actinopterygii),1.4,3.81,NA,6.11,NA,Schmitz & Wainwright 2011,,,NA,Apogon_erythrinus
Ariosoma_balearicum,,Fishes (Actinopterygii),7.533333333,4.176666667,NA,5.486666667,NA,Schmitz & Wainwright 2011,,,Ariosoma_balearicum,
Arothron_immaculatus,,Fishes (Actinopterygii),20.2,5.63,NA,7.7,NA,Schmitz & Wainwright 2011,,,Arothron_immaculatus,
Arothron_mappa,,Fishes (Actinopterygii),16.3,5.39,NA,6.88,NA,Schmitz & Wainwright 2011,,,Arothron_mappa,
Arothron_nigropunctatus,,Fishes (Actinopterygii),35.825,6.225,NA,8.255,NA,Schmitz & Wainwright 2011,,,Arothron_nigropunctatus,
Arothron_stellatus,,Fishes (Actinopterygii),46.55,7.78,NA,9.52,NA,Schmitz & Wainwright 2011,,,Arothron_stellatus,
Atherinomorus_stipes,,Fishes (Actinopterygii),4.3,4.76,NA,7.54,NA,Schmitz & Wainwright 2011,,,Atherinomorus_stipes,
Aulostomus_maculatus,,Fishes (Actinopterygii),48.1,6.046666667,NA,9.716666667,NA,Schmitz & Wainwright 2011,,,Aulostomus_maculatus,
Bodianus_bimaculatus,,Fishes (Actinopterygii),1.683333333,2.78,NA,3.676666667,NA,Schmitz & Wainwright 2011,,,Bodianus_bimaculatus,
Bodianus_diana,,Fishes (Actinopterygii),6.81,4.183333333,NA,5.583333333,NA,Schmitz & Wainwright 2011,,,Bodianus_diana,
Bodianus_mesothorax,,Fishes (Actinopterygii),6.372222222,4.528888889,NA,6.112222222,NA,Schmitz & Wainwright 2011,,,Bodianus_mesothorax,
Bodianus_rufus,,Fishes (Actinopterygii),16.025,4.55,NA,6.38,NA,Schmitz & Wainwright 2011,,,Bodianus_rufus,
Bodianus_sepiocaudus,,Fishes (Actinopterygii),3.2,3.41,NA,4.6,NA,Schmitz & Wainwright 2011,,,NA,Bodianus_bimaculatus
Bothus_ocellatus,,Fishes (Actinopterygii),29.8,4.6,NA,6.35,NA,Schmitz & Wainwright 2011,,,NA,Bothus_robinsi
Caesio_teres,,Fishes (Actinopterygii),23.375,7.26,NA,9.92,NA,Schmitz & Wainwright 2011,,,Caesio_teres,
Cantherhines_macrocerus,,Fishes (Actinopterygii),157,7.62,NA,10.16,NA,Schmitz & Wainwright 2011,,,Cantherhines_macrocerus,
Cantherines_pullus,,Fishes (Actinopterygii),28.8,4.8325,NA,7.2125,NA,Schmitz & Wainwright 2011,,,Cantherhines_pullus,
Canthigaster_rostrata,,Fishes (Actinopterygii),3.75,3.73,NA,5.355,NA,Schmitz & Wainwright 2011,,,Canthigaster_rostrata,
Centropyge_ardi,,Fishes (Actinopterygii),3.5,2.47,NA,4.195,NA,Schmitz & Wainwright 2011,,,NA,Centropyge_colini
Cephalopholis_boenacki,,Fishes (Actinopterygii),23.8,5.95,NA,7.78,NA,Schmitz & Wainwright 2011,,,Cephalopholis_boenak,
Cephalopholis_fulva,,Fishes (Actinopterygii),176.5,10.72,NA,14.12,NA,Schmitz & Wainwright 2011,,,Cephalopholis_fulva,
Cephalopholis_miniata,,Fishes (Actinopterygii),14.05,5.08,NA,6.74,NA,Schmitz & Wainwright 2011,,,Cephalopholis_miniata,
Cephalopholis_polleni,,Fishes (Actinopterygii),25.4,6.03,NA,8.57,NA,Schmitz & Wainwright 2011,,,Cephalopholis_polleni,
Cephalopholis_taeniops,,Fishes (Actinopterygii),5.85,4.44,NA,6.11,NA,Schmitz & Wainwright 2011,,,Cephalopholis_taeniops,
Cephalopholis_urodeta,,Fishes (Actinopterygii),28.15,5.63,NA,8.01,NA,Schmitz & Wainwright 2011,,,Cephalopholis_urodeta,
Cetoscarus_bicolor,,Fishes (Actinopterygii),9.892,4.904,NA,6.358,NA,Schmitz & Wainwright 2011,,,Cetoscarus_bicolor,
Chaetodon_aculeatus,,Fishes (Actinopterygii),11.5,4.75,NA,7.37,NA,Schmitz & Wainwright 2011,,,Prognathodes_aculeatus,
Chaetodon_auriga,,Fishes (Actinopterygii),10.55,5.12,NA,7.356666667,NA,Schmitz & Wainwright 2011,,,Chaetodon_auriga,
Chaetodon_capistratus,,Fishes (Actinopterygii),26.6,5.393333333,NA,8.543333333,NA,Schmitz & Wainwright 2011,,,Chaetodon_capistratus,
Chaetodon_collare,,Fishes (Actinopterygii),6.15,4.47,NA,6.663333333,NA,Schmitz & Wainwright 2011,,,Chaetodon_collare,
Chaetodon_ephippium,,Fishes (Actinopterygii),7.075,4.48,NA,6.705,NA,Schmitz & Wainwright 2011,,,Chaetodon_ephippium,
Chaetodon_kleinii,,Fishes (Actinopterygii),10.05,4.48,NA,6.705,NA,Schmitz & Wainwright 2011,,,Chaetodon_kleinii,
Chaetodon_lunula,,Fishes (Actinopterygii),12.35,5.375,NA,7.775,NA,Schmitz & Wainwright 2011,,,Chaetodon_lunula,
Chaetodon_mertensi,,Fishes (Actinopterygii),17.95,5,NA,7.42,NA,Schmitz & Wainwright 2011,,,Chaetodon_mertensii,
Chaetodon_octofasciatum,,Fishes (Actinopterygii),7.75,4.09,NA,6.07,NA,Schmitz & Wainwright 2011,,,Chaetodon_octofasciatus,
Chaetodon_pelewensis,,Fishes (Actinopterygii),11.125,4.13,NA,6.39,NA,Schmitz & Wainwright 2011,,,Chaetodon_pelewensis,
Chaetodon_striatus,,Fishes (Actinopterygii),61.6,7.06,NA,11.19,NA,Schmitz & Wainwright 2011,,,Chaetodon_striatus,
Cheilinus_chlorourus,,Fishes (Actinopterygii),22.55,5.95,NA,7.7,NA,Schmitz & Wainwright 2011,,,Cheilinus_chlorourus,
Cheilinus_fasciatus,,Fishes (Actinopterygii),29.1,6.11,NA,7.78,NA,Schmitz & Wainwright 2011,,,Cheilinus_fasciatus,
Chelmon_rostratus,,Fishes (Actinopterygii),11.05,4.656666667,NA,7.116666667,NA,Schmitz & Wainwright 2011,,,Chelmon_rostratus,
Chromis_cyanea,,Fishes (Actinopterygii),7.725,4.21,NA,6.475,NA,Schmitz & Wainwright 2011,,,Chromis_cyanea,
Chromis_insolata,,Fishes (Actinopterygii),2.216666667,3.86,NA,6.006666667,NA,Schmitz & Wainwright 2011,,,Chromis_insolata,
Chromis_multilineata,,Fishes (Actinopterygii),13.95,5.046,NA,7.602,NA,Schmitz & Wainwright 2011,,,Chromis_multilineata,
Chromis_viridis,,Fishes (Actinopterygii),1.265625,2.672666667,NA,3.9,NA,Schmitz & Wainwright 2011,,,Chromis_viridis,
Cirrhilabrus_lubbocki,,Fishes (Actinopterygii),2.583333333,3.3,NA,4.296666667,NA,Schmitz & Wainwright 2011,,,Cirrhilabrus_lubbocki,
Cirrhilabrus_solorensis,,Fishes (Actinopterygii),4.54375,3.71625,NA,4.77875,NA,Schmitz & Wainwright 2011,,,NA,Cirrhilabrus_katherinae
Cirrhitichthys_falco,,Fishes (Actinopterygii),2.95,3.26,NA,4.35,NA,Schmitz & Wainwright 2011,,,Cirrhitichthys_falco,
Cirrhitichthys_oxycephalus,,Fishes (Actinopterygii),5.8,3.95,NA,5.136666667,NA,Schmitz & Wainwright 2011,,,Cirrhitichthys_oxycephalus,
Cirrhitus_pinnulatus,,Fishes (Actinopterygii),90.7,8.89,NA,10.63,NA,Schmitz & Wainwright 2011,,,NA,
Clepticus_parrae,,Fishes (Actinopterygii),42.42777778,5.152592593,NA,7.387777778,NA,Schmitz & Wainwright 2011,,,Clepticus_parrae,
Coris_gaimard,,Fishes (Actinopterygii),18.72,4.582,NA,6.188,NA,Schmitz & Wainwright 2011,,,Coris_gaimard,
Cromileptes_altiveles,,Fishes (Actinopterygii),39.28333333,6.226666667,NA,8.386666667,NA,Schmitz & Wainwright 2011,,,Cromileptes_altivelis,
Cryptocentrus_fasciatus,,Fishes (Actinopterygii),1.883333333,2.17,NA,3.34,NA,Schmitz & Wainwright 2011,,,NA,
Cryptocentrus_sp.,,Fishes (Actinopterygii),12.15,4.05,NA,5.55,NA,Schmitz & Wainwright 2011,,,Cryptocentrus_sp.,
Ctenochaetus_striatus,,Fishes (Actinopterygii),9.65,4.52,NA,6.51,NA,Schmitz & Wainwright 2011,,,Ctenochaetus_striatus,
Ctenochaetus_strigosus,,Fishes (Actinopterygii),10.5,5.04,NA,7.26,NA,Schmitz & Wainwright 2011,,,Ctenochaetus_strigosus,
Ctenochaetus_tominiensis,,Fishes (Actinopterygii),10.55,4.44,NA,6.59,NA,Schmitz & Wainwright 2011,,,Ctenochaetus_tominiensis,
Cyprinocirrhites_polyactis,,Fishes (Actinopterygii),6.65,4.253333333,NA,6.253333333,NA,Schmitz & Wainwright 2011,,,NA,
Dascyllus_trimaculatus,,Fishes (Actinopterygii),19.25,5.275,NA,7.78,NA,Schmitz & Wainwright 2011,,,Dascyllus_trimaculatus,
Dendrochirus_biocellatus,,Fishes (Actinopterygii),20.2,6.27,NA,8.65,NA,Schmitz & Wainwright 2011,,,NA,
Dendrochirus_brachypterus,,Fishes (Actinopterygii),11.45,6.39,NA,8.175,NA,Schmitz & Wainwright 2011,,,NA,
Dendrochirus_zebra,,Fishes (Actinopterygii),17.5,8.17,NA,11.51,NA,Schmitz & Wainwright 2011,,,Dendrochirus_zebra,
Diagramma_picta,,Fishes (Actinopterygii),9.95,5.663333333,NA,8.07,NA,Schmitz & Wainwright 2011,,,Diagramma_picta,
Diodon_holocanthus,,Fishes (Actinopterygii),80.15,10.63333333,NA,13.73,NA,Schmitz & Wainwright 2011,,,Diodon_holocanthus,
Diplectrum_formosum,,Fishes (Actinopterygii),67.25,7.94,NA,10.87,NA,Schmitz & Wainwright 2011,,,Diplectrum_formosum,
Diproctacanthus_xanthurus,,Fishes (Actinopterygii),2.025,2.8,NA,3.85,NA,Schmitz & Wainwright 2011,,,Diproctacanthus_xanthurus,
Echidna_catenata,,Fishes (Actinopterygii),96,2.94,NA,3.66,NA,Schmitz & Wainwright 2011,,,Echidna_catenata,
Ecsenius_lineatus,,Fishes (Actinopterygii),1.7,2.29,NA,3.18,NA,Schmitz & Wainwright 2011,,,NA,Ecsenius_bicolor
Epibulus_insidiator,,Fishes (Actinopterygii),15.05,4.52,NA,6.19,NA,Schmitz & Wainwright 2011,,,Epibulus_insidiator,
Epinephelus_adscensionis,,Fishes (Actinopterygii),353.2,13.56,NA,17.37,NA,Schmitz & Wainwright 2011,,,Epinephelus_adscensionis,
Epinephelus_cruentatus,,Fishes (Actinopterygii),127.35,7.75,NA,10.61,NA,Schmitz & Wainwright 2011,,,Cephalopholis_cruentata,
Epinephelus_fulvus,,Fishes (Actinopterygii),20.3,5.04,NA,7.02,NA,Schmitz & Wainwright 2011,,,Cephalopholis_fulva,
Epinephelus_guttatus,,Fishes (Actinopterygii),21.7,7.22,NA,9.84,NA,Schmitz & Wainwright 2011,,,Epinephelus_guttatus,
Epinephelus_ongus,,Fishes (Actinopterygii),12.16666667,5.633333333,NA,7.536666667,NA,Schmitz & Wainwright 2011,,,Epinephelus_ongus,
Equetus_punctatus,,Fishes (Actinopterygii),193,12.7,NA,15.6,NA,Schmitz & Wainwright 2011,,,NA,
Eucinostomus_lefroyi,,Fishes (Actinopterygii),22.9,6.35,NA,10.79,NA,Schmitz & Wainwright 2011,,,Ulaema_lefroyi,
Forcipiger_flavissimus,,Fishes (Actinopterygii),7.916666667,4.63,NA,7.036666667,NA,Schmitz & Wainwright 2011,,,Forcipiger_flavissimus,
Gerres_cinereus,,Fishes (Actinopterygii),197,10.1,NA,18,NA,Schmitz & Wainwright 2011,,,Gerres_cinereus,
Gobiosoma_horsti,,Fishes (Actinopterygii),2.2,2.37,NA,2.7,NA,Schmitz & Wainwright 2011,,,Elacatinus_horsti,
Gramma_loreto,,Fishes (Actinopterygii),1.266666667,2.523333333,NA,3.933333333,NA,Schmitz & Wainwright 2011,,,Gramma_loreto,
Gymnothorax_fayagineus,,Fishes (Actinopterygii),63.65,4.05,NA,5.48,NA,Schmitz & Wainwright 2011,,,NA,Gymnothorax_nudivomer
Gymnothorax_fimbriatus,,Fishes (Actinopterygii),40.65,4.76,NA,6.27,NA,Schmitz & Wainwright 2011,,,Gymnothorax_fimbriatus,
Gymnothorax_moringa,,Fishes (Actinopterygii),374.3333333,6.113333333,NA,7.883333333,NA,Schmitz & Wainwright 2011,,,Gymnothorax_moringa,
Gymnothorax_richardsonii,,Fishes (Actinopterygii),19.31666667,3.073333333,NA,3.793333333,NA,Schmitz & Wainwright 2011,,,Gymnothorax_richardsonii,
Gymnothorax_vicinus,,Fishes (Actinopterygii),344,5.87,NA,7.3,NA,Schmitz & Wainwright 2011,,,Gymnothorax_vicinus,
Haemulon_aurolineatum,,Fishes (Actinopterygii),4.525,4.895,NA,6.85,NA,Schmitz & Wainwright 2011,,,Haemulon_aurolineatum,
Haemulon_carbonarium,,Fishes (Actinopterygii),23.76666667,8.673333333,NA,11.72,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Haemulon_chrysargyreum,,Fishes (Actinopterygii),45.37,9.4,NA,13.57,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Haemulon_flavolineatum,,Fishes (Actinopterygii),24.88,6.08,NA,9.101,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Haemulon_melanurum,,Fishes (Actinopterygii),24.36666667,8.28,NA,11.24,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Haemulon_parra,,Fishes (Actinopterygii),154.125,14.85,NA,18.775,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Haemulon_plumieri,,Fishes (Actinopterygii),145.9666667,12.13,NA,15.93,NA,Schmitz & Wainwright 2011,,,Haemulon_plumierii,
Haemulon_sciurus,,Fishes (Actinopterygii),103.6714286,12.63571429,NA,16.28571429,NA,Schmitz & Wainwright 2011,,,Haemulon_sciurus,
Haemulon_striatum,,Fishes (Actinopterygii),4.7,4.73,NA,6.73,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Halichoeres_bivittatus,,Fishes (Actinopterygii),17.00344828,3.740689655,NA,5.541724138,NA,Schmitz & Wainwright 2011,,,Halichoeres_bivittatus,
Halichoeres_chloropterus,,Fishes (Actinopterygii),2.9375,3.3725,NA,4.385,NA,Schmitz & Wainwright 2011,,,Halichoeres_chloropterus,
Halichoeres_chrysus,,Fishes (Actinopterygii),5.5,3.513333333,NA,4.656666667,NA,Schmitz & Wainwright 2011,,,Halichoeres_chrysus,
Halichoeres_garnoti,,Fishes (Actinopterygii),58.2,5.27,NA,7.49,NA,Schmitz & Wainwright 2011,,,Halichoeres_garnoti,
Halichoeres_maculipinna,,Fishes (Actinopterygii),8.426315789,3.106842105,NA,4.775789474,NA,Schmitz & Wainwright 2011,,,Halichoeres_maculipinna,
Halichoeres_marginatus,,Fishes (Actinopterygii),11.35,3.73,NA,5.08,NA,Schmitz & Wainwright 2011,,,Halichoeres_marginatus,
Halichoeres_pictus,,Fishes (Actinopterygii),6.423333333,3.140666667,NA,4.908,NA,Schmitz & Wainwright 2011,,,Halichoeres_pictus,
Halichoeres_poeyi,,Fishes (Actinopterygii),13.53333333,3.77,NA,5.77,NA,Schmitz & Wainwright 2011,,,Halichoeres_poeyi,
Hemigymnus_melapturus,,Fishes (Actinopterygii),6.75,3.703333333,NA,4.953333333,NA,Schmitz & Wainwright 2011,,,Hemigymnus_melapterus,
Hemitaurichthys_polylepis,,Fishes (Actinopterygii),21.8625,5.405,NA,8.37,NA,Schmitz & Wainwright 2011,,,Hemitaurichthys_polylepis,
Heniochus_accuminatus,,Fishes (Actinopterygii),14.575,5.735,NA,8.45,NA,Schmitz & Wainwright 2011,,,Heniochus_acuminatus,
Heniochus_chrysostomus,,Fishes (Actinopterygii),7.766666667,5.053333333,NA,7.54,NA,Schmitz & Wainwright 2011,,,Heniochus_chrysostomus,
Heniochus_monoceros,,Fishes (Actinopterygii),15.45,6.59,NA,9.28,NA,Schmitz & Wainwright 2011,,,Heniochus_monoceros,
Heniochus_varius,,Fishes (Actinopterygii),11.6,5.235,NA,7.66,NA,Schmitz & Wainwright 2011,,,Heniochus_varius,
Heteroconger_longissimus,,Fishes (Actinopterygii),8.3,2.25,NA,2.98,NA,Schmitz & Wainwright 2011,,,NA,Heteroconger_hassi
Histrio_histrio,,Fishes (Actinopterygii),39,4.23,NA,5.76,NA,Schmitz & Wainwright 2011,,,Histrio_histrio,
Holocentrus_adscensionis,,Fishes (Actinopterygii),187.5,11.06,NA,16.995,NA,Schmitz & Wainwright 2011,,,Holocentrus_adscensionis,
Holocentrus_rufus,,Fishes (Actinopterygii),89.54,10.04,NA,16.04,NA,Schmitz & Wainwright 2011,,,Holocentrus_rufus,
Hypoplectrus_chlorurus,,Fishes (Actinopterygii),20.45,4.365,NA,7.315,NA,Schmitz & Wainwright 2011,,,NA,
Hypoplectrus_puella,,Fishes (Actinopterygii),18.15,5.2,NA,7.655,NA,Schmitz & Wainwright 2011,,,Hypoplectrus_puella,
Hypoplectrus_unicolor,,Fishes (Actinopterygii),28.4625,6.25,NA,8.9275,NA,Schmitz & Wainwright 2011,,,NA,
Hypsypops_rubicundus,,Fishes (Actinopterygii),27.91666667,5.446666667,NA,8.066666667,NA,Schmitz & Wainwright 2011,,,Hypsypops_rubicundus,
Inermia_vittata,,Fishes (Actinopterygii),43.61,6.672,NA,10.268,NA,Schmitz & Wainwright 2011,,,Haemulon_vittatum,
Johnrandallia_nigirostris,,Fishes (Actinopterygii),49.1,7.54,NA,10.95,NA,Schmitz & Wainwright 2011,,,Johnrandallia_nigrirostris,
Koumansetta_rainfordi,,Fishes (Actinopterygii),0.65,1.8,NA,2.79,NA,Schmitz & Wainwright 2011,,,NA,
Labrisomus_nuchipinnis,,Fishes (Actinopterygii),18.14,4.498,NA,6.022,NA,Schmitz & Wainwright 2011,,,NA,Labrisomus_bucciferus
Labroides_bicolor,,Fishes (Actinopterygii),1.666666667,2.373333333,NA,3.233333333,NA,Schmitz & Wainwright 2011,,,Labroides_bicolor,
Labroides_dimidiatus,,Fishes (Actinopterygii),1.5,2.4,NA,3.153333333,NA,Schmitz & Wainwright 2011,,,Labroides_dimidiatus,
Lachnolaimus_maximus,,Fishes (Actinopterygii),401.8,14.34,NA,19.01,NA,Schmitz & Wainwright 2011,,,Lachnolaimus_maximus,
Lactophrys_triqueter,,Fishes (Actinopterygii),30.8,6.82,NA,10.16,NA,Schmitz & Wainwright 2011,,,Rhinesomus_triqueter,
Liopropoma_carmabi,,Fishes (Actinopterygii),1.25,2.7,NA,3.62,NA,Schmitz & Wainwright 2011,,,Liopropoma_carmabi,
Liopropoma_eukrines,,Fishes (Actinopterygii),1.8,2.9,NA,4.03,NA,Schmitz & Wainwright 2011,,,Liopropoma_eukrines,
Liopropoma_mowbrayi,,Fishes (Actinopterygii),1.15,2.54,NA,3.58,NA,Schmitz & Wainwright 2011,,,Liopropoma_mowbrayi,
Liopropoma_rubre,,Fishes (Actinopterygii),1.433333333,2.726666667,NA,3.836666667,NA,Schmitz & Wainwright 2011,,,Liopropoma_rubre,
Lutjanus_apodus,,Fishes (Actinopterygii),323.4666667,15.4,NA,19.9,NA,Schmitz & Wainwright 2011,,,Lutjanus_apodus,
Lutjanus_decussatus,,Fishes (Actinopterygii),23.31666667,7.566666667,NA,10.23666667,NA,Schmitz & Wainwright 2011,,,NA,Lutjanus_russellii
Lutjanus_mahoganus,,Fishes (Actinopterygii),303.45,16.4,NA,23.1,NA,Schmitz & Wainwright 2011,,,Lutjanus_mahogoni,
Lutjanus_synagris,,Fishes (Actinopterygii),238.7833333,13.76666667,NA,18.1,NA,Schmitz & Wainwright 2011,,,Lutjanus_synagris,
Luzonichthys_waitei,,Fishes (Actinopterygii),2.516666667,2.846666667,NA,4,NA,Schmitz & Wainwright 2011,,,NA,
Macolor_macularis,,Fishes (Actinopterygii),8.35,6.11,NA,8.73,NA,Schmitz & Wainwright 2011,,,NA,Macolor_niger
Macropharyngodon_meleagris,,Fishes (Actinopterygii),9.108333333,3.686666667,NA,4.99,NA,Schmitz & Wainwright 2011,,,Macropharyngodon_meleagris,
Malacoctenus_triangulatus,,Fishes (Actinopterygii),1.55,2.395,NA,3.58,NA,Schmitz & Wainwright 2011,,,Malacoctenus_triangulatus,
Microcanthus_strigatus,,Fishes (Actinopterygii),20.5,6.82,NA,10,NA,Schmitz & Wainwright 2011,,,NA,
Microspathodon_chrysurus,,Fishes (Actinopterygii),82,6.665,NA,9.64,NA,Schmitz & Wainwright 2011,,,Microspathodon_chrysurus,
Mugil_cephalus,,Fishes (Actinopterygii),81.2,8.8,NA,11.6,NA,Schmitz & Wainwright 2011,,,Mugil_cephalus,
Mulloidichthys_martinicus,,Fishes (Actinopterygii),24.9,7.246666667,NA,11.27,NA,Schmitz & Wainwright 2011,,,NA,Mulloidichthys_flavolineatus
Muranea_sp.,,Fishes (Actinopterygii),48.9,3.25,NA,4.13,NA,Schmitz & Wainwright 2011,,,NA,Muraena_lentiginosa
Myrichthys_breviceps,,Fishes (Actinopterygii),108.3333333,3.046666667,NA,3.793333333,NA,Schmitz & Wainwright 2011,,,Myrichthys_breviceps,
Myrichthys_ocellatus,,Fishes (Actinopterygii),124.5,3.18,NA,4.045,NA,Schmitz & Wainwright 2011,,,NA,Myrichthys_colubrinus
Myripristris_amaena,,Fishes (Actinopterygii),8.025,6.665,NA,10.315,NA,Schmitz & Wainwright 2011,,,Myripristis_amaena,
Myripristris_jacobus,,Fishes (Actinopterygii),90.72,12.37,NA,18.86,NA,Schmitz & Wainwright 2011,,,Myripristis_jacobus,
Naso_lituratus,,Fishes (Actinopterygii),22.9,5.595,NA,8.17,NA,Schmitz & Wainwright 2011,,,Naso_lituratus,
Naso_vlamingii,,Fishes (Actinopterygii),13.425,7.54,NA,11.15,NA,Schmitz & Wainwright 2011,,,Naso_vlamingii,
Nemateleotris_magnifica,,Fishes (Actinopterygii),1.7875,3.35,NA,4.76,NA,Schmitz & Wainwright 2011,,,Nemateleotris_magnifica,
Neoglyphidodon_nigroris,,Fishes (Actinopterygii),0.45,2.116666667,NA,3.073333333,NA,Schmitz & Wainwright 2011,,,Neoglyphidodon_nigroris,
Neoniphon_marianus,,Fishes (Actinopterygii),54.525,10.2225,NA,15.5,NA,Schmitz & Wainwright 2011,,,Neoniphon_marianus,
Neoniphon_sammara,,Fishes (Actinopterygii),17,8.89,NA,12.62,NA,Schmitz & Wainwright 2011,,,Neoniphon_sammara,
Novaculichthys_taeniourus,,Fishes (Actinopterygii),8.84,3.544,NA,4.958,NA,Schmitz & Wainwright 2011,,,Novaculichthys_taeniourus,
Novaculoides_macrolepidotus,,Fishes (Actinopterygii),13.06666667,3.553333333,NA,5.423333333,NA,Schmitz & Wainwright 2011,,,Novaculoides_macrolepidotus,
Ocyurus_chrysurus,,Fishes (Actinopterygii),318.8,12.15833333,NA,16.95,NA,Schmitz & Wainwright 2011,,,Ocyurus_chrysurus,
Ophioblennius_atlanticus,,Fishes (Actinopterygii),3.433333333,2.59,NA,3.89,NA,Schmitz & Wainwright 2011,,,Ophioblennius_atlanticus,
Opistognathus_aurifrons,,Fishes (Actinopterygii),1.766666667,4.023333333,NA,5.756666667,NA,Schmitz & Wainwright 2011,,,Opistognathus_aurifrons,
Oplegnathus_woodwardi,,Fishes (Actinopterygii),209.2,10,NA,14.45,NA,Schmitz & Wainwright 2011,,,NA,Oplegnathus_fasciatus
Orthopristis_chrysoptera,,Fishes (Actinopterygii),14.2,5.553333333,NA,7.91,NA,Schmitz & Wainwright 2011,,,Orthopristis_chrysoptera,
Oxycirrhites_typus,,Fishes (Actinopterygii),2.983333333,3.3,NA,4.71,NA,Schmitz & Wainwright 2011,,,NA,
Paracentropogon_rubripinnis,,Fishes (Actinopterygii),2.4,3.59,NA,4.805,NA,Schmitz & Wainwright 2011,,,NA,
Paracirrhites_arcatus,,Fishes (Actinopterygii),2.2,3.06,NA,4.39,NA,Schmitz & Wainwright 2011,,,Paracirrhites_arcatus,
Paranthias_furcifer,,Fishes (Actinopterygii),14.62,5.752,NA,7.968,NA,Schmitz & Wainwright 2011,,,Paranthias_furcifer,
Parapercis_millepunctata,,Fishes (Actinopterygii),3.75,3.18,NA,4.43,NA,Schmitz & Wainwright 2011,,,NA,Parapercis_punctulata
Pempheris_schomburgki,,Fishes (Actinopterygii),29.55,8.66,NA,14.5825,NA,Schmitz & Wainwright 2011,,,Pempheris_schomburgkii,
Petroscirtes_breviceps,,Fishes (Actinopterygii),2.4,3.22,NA,4.27,NA,Schmitz & Wainwright 2011,,,NA,Petroscirtes_mitratus
Phaeoptyx_pigmentaria,,Fishes (Actinopterygii),1,3.396666667,NA,4.613333333,NA,Schmitz & Wainwright 2011,,,Phaeoptyx_pigmentaria,
Pholidichthys_leucotaenia,,Fishes (Actinopterygii),1.325,2.2725,NA,3.3825,NA,Schmitz & Wainwright 2011,,,Pholidichthys_leucotaenia,
Platybelone_argalus,,Fishes (Actinopterygii),25.33333333,6.956666667,NA,10.76666667,NA,Schmitz & Wainwright 2011,,,Platybelone_argala,
Plectranthias_inermis,,Fishes (Actinopterygii),2.65,2.95,NA,4.316666667,NA,Schmitz & Wainwright 2011,,,NA,
Plectroglyphidodon_lacrymatus,,Fishes (Actinopterygii),2.3,2.833333333,NA,4.256666667,NA,Schmitz & Wainwright 2011,,,Plectroglyphidodon_lacrymatus,
Plectroglyphidodon_leucozonus,,Fishes (Actinopterygii),1.45,2.66,NA,3.943333333,NA,Schmitz & Wainwright 2011,,,Plectroglyphidodon_leucozonus,
Plectrorhinchus_chaetodontoides,,Fishes (Actinopterygii),28.06666667,7.883333333,NA,11.26666667,NA,Schmitz & Wainwright 2011,,,Plectorhinchus_chaetodonoides,
Pomacanthus_paru,,Fishes (Actinopterygii),26.9,4.685,NA,7.855,NA,Schmitz & Wainwright 2011,,,Pomacanthus_paru,
Priacanthus_cruentatus,,Fishes (Actinopterygii),134.45,13.755,NA,21.9125,NA,Schmitz & Wainwright 2011,,,Heteropriacanthus_cruentatus,
Prionurus_microlepidotus,,Fishes (Actinopterygii),25.1,5.79,NA,8.65,NA,Schmitz & Wainwright 2011,,,Prionurus_microlepidotus,
Pristigemys_serrula,,Fishes (Actinopterygii),88.95,14.8,NA,19.65,NA,Schmitz & Wainwright 2011,,,NA,Pristigenys_alta
Pseudanthias_bartlettorum,,Fishes (Actinopterygii),3.1125,3.23,NA,4.57,NA,Schmitz & Wainwright 2011,,,NA,Pseudanthias_squamipinnis
Pseudanthias_dispar,,Fishes (Actinopterygii),3.566666667,3.25,NA,4.595,NA,Schmitz & Wainwright 2011,,,NA,Pseudanthias_pascalus
